,name,steam_id,developers,reviews,positives,is_free,units_sold,prices_eu,final_revenue,genre
1184550,TERMINAL VR,1184550,REMANIC,13,9,False,390,12.49,4871.1,"Action, Indie, Early Access"
423600,Adelantado Trilogy. Book one,423600,Whiterra,13,11,False,390,4.99,1946.1000000000001,"Adventure, Casual, Simulation, Strategy"
466160,Arelite Core,466160,Dragon Slumber,13,13,False,390,19.99,7796.099999999999,"Indie, RPG"
448010,RePete,448010,Luke Godfrey,13,11,False,390,1.99,776.1,"Casual, Indie"
1129730,Lost Existence,1129730,Lurid Spectre Games,13,10,True,390,,,"Action, Adventure, Indie, RPG"
1192580,Nyanco Dream,1192580,Nyanco Channel,13,10,False,390,0.79,308.1,"Action, Adventure, Indie, RPG"
483850,Guns N' Boxes,483850,LightArrow Games,13,9,False,390,9.99,3896.1,"Action, Indie, Early Access"
1152450,Creeps Creeps? Creeps!,1152450,Take Toad,13,13,False,390,0.4,156.0,"Action, Adventure, Indie, RPG"
1162430,Salad Fields,1162430,"Resni,j a r s",13,13,False,390,12.49,4871.1,"Adventure, Indie"
1119860,Emberheart,1119860,Rebel Camp Games,13,12,False,390,12.49,4871.1,"Action, Adventure, Casual, Indie, RPG, Early Access"
499070,Pro Strategy Football 2016,499070,Kerry Batts,13,10,False,390,,,"Indie, Simulation, Sports, Strategy"
705380,Galactic Shipwright,705380,NanoidGames,13,10,False,390,4.99,1946.1000000000001,"Action, Indie, Simulation"
1148980,Occupational Hazards: Episode 1,1148980,Samantha Snow,13,10,False,390,2.39,932.1,"Adventure, Indie, RPG"
425310,Ghostbusters™,425310,FireForge Games,13,5,False,390,,,"Action, Adventure"
1124830,Touhou Blooming Chaos,1124830,"二色幽紫蝶,Re零同人社",13,13,False,390,4.99,1946.1000000000001,"Action, Indie, RPG"
455200,The Battle for Sector 219,455200,Large Visible Machine,12,5,False,360,6.99,2516.4,"Indie, Strategy"
1139480,Mask of Sanity,1139480,UNICORE Games Studios,12,9,False,360,4.99,1796.4,"Action, Indie"
460470,Hindenburg VR,460470,Michal Bárta,12,10,False,360,12.99,4676.4,"Animation & Modeling, Design & Illustration, Education"
464380,Best of Us,464380,Hosted Games,12,2,False,360,2.39,860.4000000000001,"Adventure, Indie, RPG"
1152580,Ann Achronist: Many Happy Returns,1152580,Maybe Later Games,12,12,False,360,3.29,1184.4,"Adventure, Indie, RPG"
1161900,Door2:Key,1161900,SVGames,12,4,False,360,8.19,2948.3999999999996,"Adventure, Indie"
1139470,THE ART - Metamorphosis,1139470,Life Jumb DT,12,10,False,360,0.79,284.40000000000003,"Casual, Indie"
1161180,Funbag Fantasy: Sideboob Story 2,1161180,Waffle,12,12,False,360,37.99,13676.400000000001,"Action, Adventure, Casual, Indie, RPG"
1137730,Naughty Girl 2,1137730,Hentai X,12,8,False,360,0.79,284.40000000000003,"Casual, Indie"
500340,QUACK ATTACK 1985: TURBO DX EDITION,500340,ATTACK MOUNTAIN,12,11,False,360,0.75,270.0,"Action, Indie"
443850,Tross,443850,Shadowprerequisite,12,6,False,360,3.99,1436.4,"Action, Indie"
1121270,Impossible Soaring,1121270,Binary Jellyfish,12,11,False,360,3.99,1436.4,"Action, Indie"
458510,Zombie Pinball,458510,Shine Research,12,7,False,360,4.99,1796.4,Casual
496530,Pigmentone,496530,Sliverbroom Studios,12,6,False,360,1.99,716.4,"Casual, Indie, Strategy"
424640,Karaski: What Goes Up...,424640,Unbound Creations,12,10,False,360,11.99,4316.4,"Action, Adventure, Indie"
503410,Zombie Camp,503410,Void Dimensions,12,8,False,360,,,"Action, Indie"
448960,"I, Hope",448960,Kenny Roy,12,11,False,360,9.99,3596.4,"Action, Adventure, Casual, Indie"
1160580,Model Melissa,1160580,Dharker Studio,12,7,False,360,3.99,1436.4,"Casual, Indie"
495090,Evolution Planet: Gold Edition,495090,Play Wireless,12,6,False,360,4.99,1796.4,Casual
1155940,Help! I am REALLY horny!,1155940,Professional Villains,12,11,False,360,6.99,2516.4,"Adventure, Casual, Indie, Simulation"
458660,The Slimeking's Tower,458660,CodeManu,12,9,True,360,,,"Action, Adventure, Indie, RPG, Early Access"
487350,Pirate Pop Plus,487350,dadako,12,12,False,360,4.99,1796.4,"Action, Casual, Indie"
445670,The Stargazers,445670,Lupiesoft,12,5,False,360,12.99,4676.4,"Adventure, Casual, Indie"
453950,To Ash,453950,"16 Bit Psych,Kyle B",12,10,False,360,1.5,540.0,"Indie, RPG"
484830,Deep Blue 3D Maze in Space,484830,Ice Code Games,12,8,False,360,2.99,1076.4,"Action, Adventure, Casual, Indie"
432780,Dream Catcher Chronicles: Manitou,432780,Viva Media,12,6,False,360,9.99,3596.4,"Adventure, Casual"
495320,Ancient VR coaster,495320,Crovax Studios,12,7,False,360,0.99,356.4,"Adventure, Casual, Indie, Simulation"
1173310,Lab 7: Cold Nights,1173310,CaveDave,12,11,False,360,9.99,3596.4,"Action, Adventure, Casual, Indie, Strategy"
503650,Fenimore Fillmore: The Westerner,503650,Casual Brothers,12,10,False,360,4.99,1796.4,"Adventure, Indie"
1122780,Highly Likely,1122780,Mikola Games,12,8,False,360,13.49,4856.4,Adventure
439530,Rock-N-Rogue: A Boo Bunny Plague Adventure,439530,On the Level Game Studios,12,6,False,360,1.59,572.4,"Action, Adventure, Indie"
432490,ATOM GRRRL!!,432490,Cosmillica,12,8,False,360,9.99,3596.4,"Sexual Content, Nudity, Violent, Casual, Indie"
1151680,Galactic Rangers VR,1151680,DGMA,12,12,False,360,8.19,2948.3999999999996,"Action, Adventure, Casual, Indie"
501180,Acan's Call: Act 1,501180,Cyberith GmbH,12,8,True,360,,,"Action, Adventure, RPG"
452320,Party Saboteurs: After Party,452320,"The Glitch Factory,Seize Studios",12,9,False,360,9.99,3596.4,"Indie, Strategy"
1144510,Stratos,1144510,New State,12,9,False,360,8.19,2948.3999999999996,"Casual, Indie, Simulation"
434930,GiAnt,434930,Wreck Tangle Games,12,5,False,360,,,"Action, Adventure, Indie, Simulation"
496290,Deep Dark Dungeon,496290,GlassCats,12,8,False,360,8.19,2948.3999999999996,"Action, Indie, RPG"
496310,Momento Temporis: Light from the Deep,496310,Burning Ice Games,12,6,False,360,4.99,1796.4,"Action, Adventure, Indie"
444190,Princess Edge - Dragonstone,444190,erobotan,12,10,False,360,7.99,2876.4,"Action, Indie"
501480,Lost Socks: Naughty Brothers,501480,Nerf Game Co. Ltd.,12,9,False,360,9.99,3596.4,"Action, Indie"
1177030,PONG Quest™,1177030,Chequered Ink Ltd.,12,10,False,360,12.49,4496.4,"Action, Adventure, RPG"
1167550,VR MEDIA VIEWER,1167550,BoninblueDesignLaboratory,12,11,False,360,5.69,2048.4,Utilities
1176580,Periodic Deliveries,1176580,The Periodic Group,12,7,False,360,4.99,1796.4,Simulation
436870,Tank Brawl,436870,Phung Games,12,8,False,360,4.99,1796.4,"Action, Casual, Indie, RPG"
424060,The Glow,424060,Brainwashing games,12,3,False,360,3.99,1436.4,"RPG, Strategy"
488960,Star Vikings Forever,488960,Rogue Snail,12,11,False,360,7.99,2876.4,"Casual, Indie, RPG, Strategy"
498580,ASRECorp,498580,Luke Cripps,12,5,False,360,0.99,356.4,"Action, Adventure, Indie"
1173730,Hexia,1173730,Black Mastiff Studio,12,9,False,360,8.19,2948.3999999999996,"Indie, Strategy, Early Access"
1173150,Goosebumps Dead of Night,1173150,Cosmic Forces,12,9,False,360,24.99,8996.4,"Action, Adventure, Indie"
491240,Lil Big Invasion,491240,Andreas Britten,12,12,False,360,2.99,1076.4,"Action, Adventure, Indie"
437390,HoPiKo,437390,Laser Dog,12,10,False,360,6.99,2516.4,"Action, Casual, Indie"
1131450,Above Earth,1131450,Midwest Video Games,12,8,False,360,14.99,5396.4,"Adventure, Indie, Simulation, Strategy, Early Access"
450110,Amigdala,450110,GuidiGermano,12,10,False,360,5.99,2156.4,"Action, Adventure, Indie"
1145380,Kakatte Koi Yo!,1145380,BackSlash Games,12,11,False,360,3.99,1436.4,"Action, Casual, Strategy"
496960,Shoot Mania VR: Fun Zombies,496960,Funny Twins,12,3,False,360,2.99,1076.4,"Action, Casual, Indie"
453740,Spaceman Sparkles 3,453740,tjern,12,10,False,360,4.99,1796.4,Action
431200,Disastr_Blastr,431200,Dog Theory,12,11,False,360,1.99,716.4,"Action, Indie"
1117480,Dead Hand,1117480,One Man Army Games,12,10,False,360,19.99,7196.4,"Indie, RPG, Strategy"
453890,Black Rose,453890,Sir Bedlam Productions,12,10,True,360,,,"Adventure, Free to Play, Indie"
465890,Dark Parables: The Final Cinderella Collector's Edition,465890,Blue Tea Games,12,12,False,360,9.99,3596.4,"Adventure, Casual"
1197990,"Shoot, push, portals",1197990,CrewLab,12,11,False,360,0.79,284.40000000000003,"Casual, Indie"
502470,Airport Simulator 3: Day & Night,502470,United Independent Entertainment GmbH,12,3,False,360,19.99,7196.4,"Casual, Simulation, Strategy"
504980,Elves Adventure,504980,Patryk Taranek,12,7,False,360,1.99,716.4,"Action, Adventure"
438940,XBlaze Lost: Memories,438940,Arc System Works,12,11,False,360,19.99,7196.4,Adventure
1120210,Make War,1120210,Creepy Brothers,12,9,False,360,8.19,2948.3999999999996,"Indie, Simulation, Strategy"
1175480,Shadowrain,1175480,Killed Pixel Games,12,8,False,360,1.59,572.4,Indie
458760,Palinurus,458760,Watercress Studios,12,12,True,360,,,Free to Play
1176160,Space Wars,1176160,High and Wide,12,10,False,360,0.39,140.4,"Casual, Indie, Simulation"
1196440,Potion Party,1196440,RPGames,12,12,False,360,9.99,3596.4,"Casual, Indie"
485830,Star Merc,485830,D247 Games,12,5,False,360,1.99,716.4,"Action, Adventure, Casual, Indie, RPG"
453770,Forgotten Tales: Day of the Dead,453770,Green Sauce Games,12,8,False,360,6.99,2516.4,"Casual, Indie"
494090,Dungeon Girl,494090,Inu to Neko,12,6,False,360,9.99,3596.4,Casual
445130,The Average Everyday Adventures of Samantha Browne,445130,Lemonsucker Games,12,8,True,360,,,"Casual, Free to Play, Indie"
1149860,Arsenal Demon,1149860,Blast Programming,12,12,False,360,6.59,2372.4,"Action, Indie"
460580,Star Chart,460580,Escapist Games Ltd,12,6,False,360,9.99,3596.4,Simulation
498550,Depths of Dread,498550,Mindmuscle Games,11,4,False,330,,,"Indie, RPG, Strategy"
454080,Burst,454080,David Mulder,11,5,False,330,,,"Casual, Indie"
426240,Caretaker Sacrifice,426240,Xiotex Studios Ltd,11,10,False,330,,,"Action, Adventure, Indie, Early Access"
458700,Cursor Challenge,458700,Insane Dreamers,11,8,False,330,0.99,326.7,"Casual, Indie"
425450,GoatPunks,425450,Alberto Santiago,11,8,False,330,8.19,2702.7,"Action, Indie"
491830,Glow,491830,Impetus Games,11,10,False,330,4.99,1646.7,"Action, Casual, Indie"
485970,Cyber Sentinel,485970,mindhelix.pl,11,10,False,330,9.99,3296.7000000000003,Indie
497020,Mystic Diary - Hidden Object,497020,SunRay Games,11,7,False,330,3.99,1316.7,"Adventure, Casual"
476460,Picross Touch,476460,Jon Gallant,11,11,True,330,,,"Casual, Free to Play, Indie, Strategy"
485000,Cthulhu Realms,485000,Wise Wizard Games,11,7,True,330,,,Strategy
1184960,Escalation: Aggressors,1184960,Hubert Dzikuć,11,10,False,330,3.99,1316.7,"Action, Indie, Strategy, Early Access"
446070,ecotone,446070,Sundae Factory,11,10,False,330,8.99,2966.7000000000003,"Action, Adventure, Indie"
1114620,Cloak and Dasher,1114620,Spirit Stone Studio LLC,11,11,False,330,3.99,1316.7,"Action, Adventure, Indie, Early Access"
457450,Defend Your Crypt,457450,Ratalaika Games S.L.,11,5,False,330,2.99,986.7,"Indie, Strategy"
1191590,End of War 1945,1191590,The 45th Division,11,9,False,330,13.49,4451.7,"Action, Casual, Indie, Early Access"
444430,Zeus vs Monsters - Math Game for kids,444430,Peaksel,11,9,False,330,4.99,1646.7,"Action, Casual"
448810,Torgar's Quest,448810,Tagunda LLC,11,8,False,330,5.99,1976.7,"Action, Adventure, Indie, RPG"
1185330,Blades of Gory,1185330,Fortcullis Games,11,7,False,330,8.99,2966.7000000000003,"Action, Indie"
506150,Dragon Bros,506150,Space Lizard Studio LTD,11,10,False,330,7.99,2636.7000000000003,"Action, Casual, Indie"
1149590,Dreamland Solitaire,1149590,Adept Studios GD,11,11,False,330,5.69,1877.7,"Casual, Indie, Strategy"
465900,Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,465900,AMAX Interactive,11,9,False,330,9.99,3296.7000000000003,"Adventure, Casual"
1183840,Dungeon of Rikka,1183840,Poorly Drawn Squid,11,10,False,330,3.99,1316.7,"Adventure, Indie, RPG, Strategy"
468110,Rescuties! VR,468110,"mode of expression, LLC",11,11,False,330,4.99,1646.7,"Action, Casual, Indie"
433110,Zipple World,433110,Alternative Dreams,11,6,False,330,4.99,1646.7,Indie
1174860,Tacview,1174860,Raia Software Inc.,11,11,True,330,,,"Software Training, Utilities"
1176190,Space Candy,1176190,High and Wide,11,4,False,330,0.39,128.70000000000002,"Casual, Indie, Simulation"
1177990,Welcome to Primrose Lake,1177990,SQRT3,11,8,False,330,8.19,2702.7,"Adventure, Casual, Strategy"
455110,Pertinence,455110,Not Magic,11,6,False,330,3.99,1316.7,"Action, Adventure, Indie"
426040,Goodnight Butcher,426040,Perfect Square Studios,11,7,False,330,1.99,656.7,Indie
1160410,Hentai Balloons,1160410,Reddiamondgames,11,8,False,330,0.79,260.7,"Casual, Indie"
1132720,I Walk Among Zombies Vol. 0,1132720,Seacoxx,11,8,False,330,7.39,2438.7,Adventure
1141120,Scarlet Hood and the Wicked Wood,1141120,Devespresso Games,11,10,False,330,14.99,4946.7,"Adventure, Indie"
1154730,Panic Diet!!,1154730,Panic OK!!,11,6,False,330,2.39,788.7,"Adventure, Casual, Indie"
504470,Salvaged,504470,Opposable Games,11,4,False,330,12.99,4286.7,"Action, Strategy, Early Access"
433490,Super Flippin' Phones,433490,"BlauwPrint,3xBlast",11,10,False,330,2.99,986.7,"Action, Casual, Indie"
1175250,Finders Reapers,1175250,MOSQUITO COCKTAIL LTD,11,11,False,330,8.19,2702.7,"Action, Casual, Indie, Strategy"
463020,Wander No More,463020,Zetsubou,11,11,True,330,,,"Free to Play, Indie, Simulation"
463870,Deathwave,463870,Yadon Studio,11,7,False,330,4.99,1646.7,"Action, Indie, Early Access"
502550,Strike.is: The Game,502550,Freakinware Limited,11,7,True,330,,,"Action, Free to Play, Massively Multiplayer"
459880,PlayFortress,459880,PlayFortress,11,6,False,330,19.99,6596.7,"Indie, Simulation, Strategy, Early Access"
493620,VR Disc Golf,493620,FRS Game Studio,11,8,False,330,9.99,3296.7000000000003,"Casual, Indie, Sports"
1194480,Cursed Gem,1194480,AikonCWD,11,11,True,330,,,"Action, Adventure, Casual, Indie"
1175420,Imbroglio,1175420,Rostislav Pogosian,11,8,False,330,4.99,1646.7,"Adventure, Casual, Indie"
1131140,The MoneyMakers Rallye,1131140,The Unknown Machine,11,10,False,330,9.99,3296.7000000000003,"Casual, Indie"
1197350,Santa's Big Sack,1197350,Great Idea Games,11,11,False,330,3.99,1316.7,"Adventure, Casual, Indie, RPG, Simulation"
1149510,The Leopard Catgirl in Miaoli,1149510,Erotes Studio,11,9,False,330,3.99,1316.7,"Adventure, Indie"
477290,Magma Tsunami,477290,StrangeLight Games,11,7,False,330,0.99,326.7,Indie
1188990,WREST,1188990,Shaftesbury Lucid Inc,11,8,False,330,16.79,5540.7,Adventure
1149690,Hexogin,1149690,Infinite Loop Games,11,10,False,330,8.19,2702.7,Strategy
1180110,DeadShotZ,1180110,IndigoWare,11,11,False,330,,,"Action, Casual, Indie"
499330,Lord Mayor,499330,John McCann,11,6,False,330,1.99,656.7,"Casual, Indie, Strategy"
1176560,The Orphan A Tale of An Errant Ghost - Hidden Object Game,1176560,Deertwig Studio,11,2,False,330,1.59,524.7,"Adventure, Casual, Indie, Strategy"
1189360,Art of Beauties,1189360,Kotovodk Studio,11,9,False,330,1.59,524.7,"Casual, Indie"
470440,Matris,470440,Leaghorn,11,11,False,330,4.99,1646.7,"Casual, Indie, Strategy"
470450,Where's My Helmet?,470450,Mega Boss Game Studio,11,9,False,330,0.99,326.7,"Action, Adventure, Indie, Strategy"
470490,RollerGirls From Beyond,470490,Stonepunk Studios,11,7,False,330,7.99,2636.7000000000003,"Action, Adventure, Casual, Indie"
469900,Paradox Paradigm,469900,Josh,11,5,False,330,0.79,260.7,"Free to Play, Indie, Strategy"
706330,Trivia Vault: Mini Mixed Trivia 2,706330,Ripknot Systems,11,5,False,330,9.99,3296.7000000000003,"Action, Casual, Indie, Simulation, Strategy"
1170330,toz,1170330,Ismail Doner,11,10,False,330,3.99,1316.7,"Casual, Indie, Simulation, Early Access"
457810,Sky to Fly: Soulless Leviathan,457810,AIVIK LLC,11,5,False,330,3.99,1316.7,"Action, Adventure, Indie, Racing, Simulation, Sports"
505550,Stream Buddy,505550,Stardale Studio,11,6,False,330,3.29,1085.7,"Utilities, Video Production, Early Access"
490040,Child of the Wind,490040,Freetale,11,10,False,330,6.59,2174.7,"Action, Casual, Indie, Strategy"
446870,Glitchrunners,446870,Torque Studios,11,3,False,330,12.99,4286.7,"Action, Indie"
473720,Mutant Mudds Super Challenge,473720,Renegade Kid LLC,11,11,False,330,9.99,3296.7000000000003,"Action, Adventure"
1155410,Trials of Harmony ~ A Found Phone Mystery Visual Novel,1155410,SilverTabbyCat - Visual Novel Games,11,10,False,330,3.63,1197.8999999999999,"Adventure, Casual, Indie"
490390,神明的一天世界(God's One Day World),490390,灰烬天国,11,7,False,330,9.99,3296.7000000000003,Adventure
454680,MetaTron,454680,TubbyKiD UG (haftungsbeschränkt),11,4,False,330,,,"Violent, Action, Indie, Early Access"
1178150,MazM: Jekyll and Hyde,1178150,Growing Seeds,11,11,False,330,12.49,4121.7,"Adventure, RPG, Simulation, Strategy"
445950,Asher,445950,Danl2o2o,11,10,False,330,5.99,1976.7,"Action, Adventure, Indie, RPG"
461860,Tower Dwellers,461860,ECC GAMES SP. Z O.O.,11,6,False,330,6.99,2306.7000000000003,"Action, Indie, Strategy"
1138260,Figure Simulator War,1138260,H-GIRL,11,11,False,330,8.19,2702.7,"Action, Indie, Simulation, Strategy, Early Access"
1180610,Npc Problems: Vertex Coloring,1180610,Fractal Projects,11,11,False,330,0.79,260.7,"Casual, Indie"
1165180,Knight Eternal,1165180,Joshua Keith,11,10,False,330,5.69,1877.7,"Adventure, Indie, RPG"
444550,Void 21,444550,Taranasus Studio,11,9,False,330,4.99,1646.7,"Action, Indie, Racing"
1144330,Marisa's Marvelous Magic Shop,1144330,Masakami Nature Reserve,11,9,False,330,4.99,1646.7,"Casual, Indie, Simulation"
1148480,SPACERIFT: Arcanum System,1148480,Arcanum Team,11,6,False,330,13.29,4385.7,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Early Access"
496190,Senza Peso,496190,Kite & Lightning,11,9,True,330,,,"Adventure, Casual"
1190380,Race Race Racer,1190380,Enaayah Software Development and Services Private Limited,11,8,False,330,0.79,260.7,Racing
1165400,Stellar Commanders,1165400,Blindflug Studios AG,11,8,False,330,7.39,2438.7,"Action, Indie, Strategy"
482920,Hero Zero,482920,Playata GmbH,11,8,True,330,,,"Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Strategy"
434980,Onion Force,434980,Queen Bee Games,11,10,False,330,2.99,986.7,"Action, Adventure, Indie, RPG, Strategy"
457690,Hotel Blind,457690,Serellan LLC,11,5,False,330,1.99,656.7,"Casual, Indie, Simulation"
428170,Little Reaper,428170,Little Reaper Games,11,9,False,330,13.29,4385.7,"Adventure, Indie"
1113690,Senna and the Forest,1113690,Siddharth Sivaraman,11,11,False,330,3.29,1085.7,"Adventure, Indie"
486300,Plan Z Chapter 1,486300,Kongmeng Yang,11,3,False,330,0.99,326.7,"Adventure, Indie"
443250,Legacy of the Elder Star,443250,Kickbomb Entertainment LLC,11,7,True,330,,,"Action, Indie"
1158410,Mole Game,1158410,Joel D.,11,11,False,330,0.79,260.7,"Casual, Indie, Strategy"
1136110,Hidden Objects - The Mystery House,1136110,Hidden Objects Games,11,2,False,330,0.79,260.7,"Adventure, Casual, Indie, Strategy"
495680,Overdriven Reloaded,495680,TOMAGameStudio,11,8,False,330,7.99,2636.7000000000003,"Action, Indie"
448380,Escape: Close Call,448380,Tarboosh Games,11,10,False,330,3.29,1085.7,"Action, Casual, Indie"
1170190,Bogatyr,1170190,the Bratans,11,10,False,330,3.99,1316.7,"Adventure, Indie, RPG"
462110,3 Coins At School,462110,89AM Studio,11,4,False,330,4.99,1646.7,"Casual, Indie, Simulation, Sports, Strategy"
1118050,Terminal squad: Sentinel,1118050,Droid Riot,10,8,False,300,3.99,1197.0,"Casual, Indie"
474620,Giga Girl,474620,"Outgunned Games,Invisible tile",10,9,False,300,1.99,597.0,"Action, Indie"
443570,DreamBreak,443570,Aist,10,7,False,300,4.99,1497.0,"Action, Adventure, Indie"
1173230,Zapitalism,1173230,LavaMind,10,7,False,300,16.79,5037.0,"Casual, Indie, Simulation, Strategy"
1128210,Orion13,1128210,Metro VR Studios,10,6,False,300,16.79,5037.0,"Action, Adventure, Indie"
485160,Black Hole Hazard,485160,Superthumb,10,7,False,300,4.99,1497.0,"Action, Indie"
486850,Card of spirits(卡灵),486850,RMking,10,5,False,300,0.79,237.0,"Casual, Strategy"
1198630,Customer Cums First!,1198630,Miel,10,8,False,300,9.99,2997.0,Casual
485290,Vermillion Watch: Moorgate Accord Collector's Edition,485290,Eipix Entertainment,10,10,False,300,8.19,2457.0,"Adventure, Casual"
461390,Bulby - Diamond Course,461390,Rafael Senne,10,3,False,300,2.99,897.0000000000001,"Adventure, Indie"
494290,MiDZone,494290,"NFA,AMASS",10,6,False,300,2.99,897.0000000000001,"Action, Indie"
445170,The Haunting of Billy Classic,445170,Targon Studios,10,10,False,300,2.99,897.0000000000001,"Action, Adventure, Casual, Indie"
435230,Medieval Playground,435230,Americo Mateus Rodrigues,10,4,False,300,4.99,1497.0,"Action, RPG, Early Access"
447980,Blast Brawl 2,447980,Mind's Eye Games,10,10,False,300,8.19,2457.0,"Action, Casual, Indie"
1141950,Sex & Gun PC,1141950,VR-EXODUS,10,5,False,300,12.49,3747.0,"Action, Adventure, Simulation"
448820,Planet in the Shadows,448820,Sergey Bobrov,10,7,False,300,3.99,1197.0,"Adventure, Indie"
464670,Empty Soul - S&S Edition,464670,ClorithStudio,10,7,False,300,6.99,2097.0,"Action, Adventure, Indie, RPG"
1139760,DEDstress,1139760,3StrakGames,10,10,False,300,8.19,2457.0,"Action, Indie"
1170050,Null Drifter,1170050,Panda Indie Studio,10,9,False,300,6.99,2097.0,"Action, Indie, Simulation"
428110,Save Halloween: City of Witches,428110,Quick Click Games,10,7,False,300,4.99,1497.0,"Adventure, Casual"
466060,Shiver: Vanishing Hitchhiker Collector's Edition,466060,Artogon,10,10,False,300,9.99,2997.0,"Adventure, Casual"
1133230,Little Awesome Dudes,1133230,Canalside Studios,10,4,False,300,5.69,1707.0000000000002,"Indie, Simulation, Strategy"
447920,Drift (Over) Drive,447920,Retraissance,10,1,False,300,0.99,297.0,"Indie, Racing"
441640,VALENS,441640,Digitallion,10,1,False,300,7.99,2397.0,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports"
1130510,Floaty Fighters,1130510,Shattered Journal Games,10,9,False,300,8.19,2457.0,Indie
428250,Mystery Castle: The Mirror's Secret,428250,Meridian'93,10,4,False,300,6.99,2097.0,"Adventure, Casual"
1156050,Girl Kill Zombies,1156050,GK,10,5,False,300,0.79,237.0,"Action, Adventure, Indie"
491700,Gotta Go,491700,Dire Nerd Studios,10,6,False,300,4.99,1497.0,"Casual, Indie, Simulation"
490910,Control Craft 3,490910,"Cristian Manolachi,Atomic Fabrik",10,6,False,300,0.79,237.0,"Action, Adventure, Casual, Indie, Strategy"
467710,Santa Girls,467710,Dharker Studio,10,8,False,300,10.79,3236.9999999999995,"Casual, Indie"
471730,Rocket Ski Racing,471730,nocanwin,10,6,False,300,2.39,717.0,"Action, Indie, Racing, Sports"
422980,Super Robot Jump Jump,422980,Beyond Technical Inc.,10,6,False,300,4.99,1497.0,"Action, Adventure, Indie"
1128970,Eterna: Heroes Fall,1128970,Zu Digital,10,8,False,300,20.99,6296.999999999999,"Adventure, Indie, RPG, Strategy, Early Access"
442770,The Minims,442770,beyondthosehills,10,5,False,300,9.99,2997.0,"Adventure, Indie"
1118740,Cruel Bands Career,1118740,heran&99,10,10,False,300,3.29,987.0,Indie
440410,Wolfsong,440410,Hyptosis,10,7,False,300,9.99,2997.0,"Adventure, Casual, Indie, RPG"
1186030,Death Park,1186030,Euphoria Games,10,9,False,300,4.99,1497.0,"Adventure, Indie"
1139950,Two Weeks in Painland,1139950,Unusual Games,10,8,True,300,,,"Adventure, Indie"
495760,Deios II // DEIDIA,495760,BARCHboi,10,7,False,300,9.99,2997.0,"Adventure, Indie"
463470,Lithium: Inmate 39,463470,Canu Arts,10,7,False,300,,,"Action, Adventure, Indie, Strategy"
450040,Stealth Labyrinth,450040,Reddoll Srl,10,2,False,300,2.99,897.0000000000001,"Action, Indie"
1114520,Hero Among Us,1114520,Fire Horse Studio,10,7,False,300,8.19,2457.0,Strategy
502150,Interstellar Logistics Inc,502150,Exalted Guy Interactive,10,9,False,300,3.29,987.0,Casual
1192310,KAWAII GIRLS PUZZLE,1192310,Elementarium games,10,8,False,300,0.79,237.0,"Casual, Indie"
1160440,PARANOIHELL,1160440,games by lum,10,10,False,300,3.99,1197.0,"Action, Adventure, Indie"
1141450,Dodge Rocket,1141450,HaDe Games,10,8,False,300,0.79,237.0,"Action, Casual, Indie"
455190,Domain Defense VR,455190,Inclusion Studios,10,8,False,300,7.99,2397.0,"Casual, Indie, Strategy"
461350,The King's Heroes,461350,Aldorlea Games,10,7,False,300,9.99,2997.0,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
1135900,Bootybuns 2,1135900,ingeniousfun,10,5,False,300,9.99,2997.0,Indie
1117660,Mines of Volantis,1117660,Spacefish Games,10,6,False,300,9.99,2997.0,"Adventure, Indie"
1160500,AstronTycoon2: Ritual,1160500,ANG People s.r.o.,10,5,False,300,16.79,5037.0,"Simulation, Strategy"
437210,The Hunt,437210,Bass Pro Shops,10,7,False,300,9.99,2997.0,"Simulation, Sports"
453130,Powargrid,453130,Wee Free Studio,10,7,False,300,8.19,2457.0,"Indie, Strategy"
439940,Lucid9: Inciting Incident,439940,Fallen Snow Studios,10,8,True,300,,,"Casual, Free to Play, Simulation"
1183580,Terra Alia: The Language Learning RPG,1183580,30 Parallel,10,8,False,300,8.49,2547.0,"Adventure, Indie, RPG"
504840,Brick Stack VR,504840,Andrew French,10,10,False,300,3.99,1197.0,"Casual, Indie"
489740,Playthings: VR Music Vacation,489740,Always & Forever Computer Entertainment,10,8,False,300,0.79,237.0,"Action, Adventure, Casual"
439880,Heroes of Loot 2,439880,Orangepixel,10,9,False,300,9.99,2997.0,Adventure
475520,Holodaze,475520,Sysdia Games,10,7,False,300,2.99,897.0000000000001,"Action, Casual, Indie"
448480,Caravanserail,448480,Jerome Bodin,10,5,False,300,2.99,897.0000000000001,"Indie, Simulation"
491580,Mahjong Destiny,491580,EnsenaSoft,10,6,False,300,1.59,477.0,Casual
1151750,mmmmm donuts arhhh......,1151750,Easy game,10,6,False,300,0.79,237.0,"Action, Casual, Indie"
448730,"Imhotep, Pyramid Builder",448730,Game Studio Abraham Stolk Inc.,10,6,False,300,7.99,2397.0,"Simulation, Strategy"
492850,Astroderps,492850,Chronos VR,10,7,False,300,14.99,4497.0,"Casual, Indie, Strategy"
1154680,The Guise,1154680,Rasul Mono,10,7,False,300,3.99,1197.0,"Action, Adventure, Indie"
